time,bid,bid_depth,bid_depth_total,offer,offer_depth,offer_depth_total,
20161003T201953,36.37,1400,1400,36.38,700,700,
20161003T202001,36.37,1400,1400,36.38,800,800,
20161003T202005,36.37,1000,1000,36.38,800,800,
20161003T202009,36.37,300,300,36.38,900,900,
20161003T202011,36.37,300,300,36.38,700,700,
20161003T202014,36.37,1300,1300,36.38,600,600,
20161003T202020,36.37,1200,1200,36.38,800,800,
20161003T202027,36.36,600,600,36.37,700,700,
20161003T202030,36.36,500,500,36.37,700,700,
20161003T202033,36.36,300,300,36.37,900,900,
20161003T202034,36.35,800,800,36.36,500,500,
20161003T202035,36.35,800,800,36.36,600,600,
20161003T202038,36.35,800,800,36.36,700,700,
20161003T202039,36.35,1000,1000,36.36,400,400,
20161003T202041,36.35,900,900,36.36,1200,1200,
20161003T202044,36.35,800,800,36.36,1200,1200,
20161003T202046,36.35,1400,1400,36.36,1200,1200,
20161003T202047,36.35,1200,1200,36.36,1200,1200,
20161003T202057,36.34,400,400,36.35,600,600,
20161003T202059,36.34,400,400,36.35,500,500,
20161003T202100,36.34,400,400,36.35,400,400,
20161003T202105,36.34,200,200,36.35,500,500,
20161003T202106,36.34,200,200,36.35,700,700,
20161003T202108,36.34,200,200,36.35,600,600,
20161003T202110,36.34,500,500,36.35,500,500,
20161003T202113,36.34,500,500,36.35,600,600,
20161003T202115,36.34,400,400,36.35,600,600,
20161003T202121,36.34,400,400,36.35,500,500,
20161003T202122,36.34,200,200,36.35,600,600,
20161003T202124,36.33,700,700,36.34,300,300,
20161003T202125,36.33,800,800,36.34,400,400,
20161003T202127,36.33,800,800,36.34,600,600,
20161003T202128,36.33,700,700,36.34,500,500,
20161003T202150,36.33,400,400,36.34,800,800,
20161003T202151,36.33,300,300,36.34,800,800,
20161003T202201,36.33,300,300,36.34,900,900,
20161003T202202,36.33,500,500,36.34,700,700,
20161003T202203,36.33,300,300,36.34,800,800,
20161003T202210,36.33,600,600,36.34,600,600,
20161003T202212,36.33,300,300,36.34,900,900,
20161003T202215,36.33,300,300,36.34,1000,1000,
20161003T202218,36.33,300,300,36.34,900,900,
20161003T202221,36.33,400,400,36.34,1100,1100,
20161003T202223,36.33,400,400,36.34,1000,1000,
20161003T202224,36.33,400,400,36.34,1100,1100,
20161003T202226,36.33,400,400,36.34,1200,1200,
20161003T202228,36.32,1100,1100,36.33,1000,1000,
20161003T202231,36.32,1100,1100,36.33,1200,1200,
20161003T202233,36.32,1200,1200,36.33,900,900,
20161003T202235,36.32,1100,1100,36.33,1000,1000,
20161003T202237,36.32,1100,1100,36.33,1100,1100,
20161003T202238,36.32,200,200,36.33,1300,1300,
20161003T202240,36.32,200,200,36.33,1200,1200,
20161003T202242,36.32,200,200,36.33,1100,1100,
20161003T202244,36.32,400,400,36.33,900,900,
20161003T202251,36.32,100,100,36.33,1100,1100,
20161003T202255,36.32,400,400,36.33,900,900,
20161003T202258,36.32,300,300,36.33,1000,1000,
20161003T202300,36.32,100,100,36.33,1000,1000,
20161003T202301,36.32,400,400,36.33,900,900,
20161003T202306,36.32,400,400,36.33,1000,1000,
20161003T202307,36.32,300,300,36.33,1000,1000,
20161003T202310,36.32,2000,2000,36.33,900,900,
20161003T202330,36.32,2000,2000,36.33,1000,1000,
20161003T202334,36.32,2000,2000,36.33,900,900,
20161003T202336,36.32,2000,2000,36.33,1000,1000,
20161003T202346,36.32,2000,2000,36.33,1200,1200,
20161003T202351,36.32,2000,2000,36.33,1000,1000,
20161003T202353,36.32,500,500,36.33,1000,1000,
20161003T202354,36.32,100,100,36.33,1100,1100,
20161003T202356,36.31,500,500,36.32,500,500,
20161003T202358,36.31,800,800,36.32,600,600,
20161003T202359,36.31,700,700,36.32,600,600,
20161003T202402,36.31,700,700,36.32,900,900,
20161003T202405,36.31,700,700,36.32,800,800,
20161003T202406,36.31,700,700,36.32,700,700,
20161003T202407,36.31,700,700,36.32,1100,1100,
20161003T202409,36.31,400,400,36.32,1100,1100,
20161003T202412,36.31,500,500,36.32,1000,1000,
20161003T202415,36.31,600,600,36.32,1000,1000,
20161003T202417,36.31,500,500,36.32,1000,1000,
20161003T202426,36.31,1100,1100,36.32,800,800,
20161003T202427,36.31,1600,1600,36.32,700,700,
20161003T202427,36.33,400,400,36.34,900,900,
20161003T202427,36.33,100,100,36.34,900,900,
20161003T202428,36.32,300,300,36.33,600,600,
20161003T202430,36.32,500,500,36.33,500,500,
20161003T202431,36.32,800,800,36.33,300,300,
20161003T202433,36.32,1100,1100,36.33,300,300,
20161003T202434,36.32,1200,1200,36.33,300,300,
20161003T202436,36.32,1100,1100,36.33,300,300,
20161003T202439,36.32,1500,1500,36.33,300,300,
20161003T202440,36.32,1400,1400,36.33,300,300,
20161003T202441,36.32,1500,1500,36.33,300,300,
20161003T202444,36.32,1400,1400,36.33,400,400,
20161003T202447,36.32,1400,1400,36.33,300,300,
20161003T202449,36.32,1100,1100,36.33,300,300,
20161003T202455,36.32,900,900,36.33,300,300,
20161003T202456,36.32,800,800,36.33,300,300,
20161003T202457,36.32,800,800,36.33,500,500,
20161003T202459,36.32,800,800,36.33,400,400,
20161003T202501,36.32,900,900,36.33,400,400,
20161003T202504,36.32,900,900,36.33,700,700,
20161003T202507,36.32,800,800,36.33,800,800,
20161003T202511,36.32,1200,1200,36.33,300,300,
20161003T202513,36.32,1200,1200,36.33,500,500,
20161003T202517,36.32,1200,1200,36.33,400,400,
20161003T202519,36.32,1200,1200,36.33,300,300,
20161003T202523,36.32,1100,1100,36.33,400,400,
20161003T202524,36.32,1000,1000,36.33,500,500,
20161003T202529,36.32,700,700,36.33,400,400,
20161003T202534,36.32,1200,1200,36.33,300,300,
20161003T202535,36.32,900,900,36.33,300,300,
20161003T202537,36.32,1000,1000,36.33,300,300,
20161003T202538,36.32,900,900,36.33,300,300,
20161003T202539,36.33,500,500,36.34,700,700,
20161003T202541,36.33,500,500,36.34,600,600,
20161003T202542,36.33,600,600,36.34,300,300,
20161003T202543,36.33,500,500,36.34,300,300,
20161003T202544,36.33,800,800,36.34,300,300,
20161003T202547,36.33,700,700,36.34,300,300,
20161003T202548,36.33,500,500,36.34,900,900,
20161003T202558,36.33,300,300,36.34,1200,1200,
20161003T202601,36.33,1300,1300,36.34,800,800,
20161003T202603,36.33,1300,1300,36.34,1000,1000,
20161003T202607,36.33,1300,1300,36.34,600,600,
20161003T202610,36.33,1300,1300,36.34,400,400,
20161003T202613,36.33,1300,1300,36.34,300,300,
20161003T202617,36.33,1300,1300,36.34,500,500,
20161003T202626,36.33,1300,1300,36.34,800,800,
20161003T202629,36.33,1100,1100,36.34,800,800,
20161003T202631,36.33,800,800,36.34,1100,1100,
20161003T202636,36.33,800,800,36.34,1300,1300,
20161003T202640,36.32,500,500,36.33,1200,1200,
20161003T202645,36.32,300,300,36.33,1300,1300,
20161003T202646,36.32,300,300,36.33,1400,1400,
20161003T202648,36.32,400,400,36.33,1500,1500,
20161003T202650,36.32,300,300,36.33,1500,1500,
20161003T202653,36.32,500,500,36.33,1500,1500,
20161003T202654,36.32,400,400,36.33,1500,1500,
20161003T202656,36.32,500,500,36.33,1400,1400,
20161003T202703,36.32,300,300,36.33,1500,1500,
20161003T202705,36.32,300,300,36.33,1400,1400,
20161003T202706,36.32,300,300,36.33,1300,1300,
20161003T202707,36.32,400,400,36.33,1300,1300,
20161003T202708,36.32,300,300,36.33,1300,1300,
20161003T202713,36.32,700,700,36.33,900,900,
20161003T202716,36.32,800,800,36.33,600,600,
20161003T202717,36.32,600,600,36.33,500,500,
20161003T202718,36.32,400,400,36.33,700,700,
20161003T202720,36.32,200,200,36.33,800,800,
20161003T202721,36.32,500,500,36.33,900,900,
20161003T202723,36.32,600,600,36.33,700,700,
20161003T202724,36.32,400,400,36.33,800,800,
20161003T202729,36.32,100,100,36.33,800,800,
20161003T202730,36.32,600,600,36.33,700,700,
20161003T202740,36.32,400,400,36.33,700,700,
20161003T202742,36.31,500,500,36.32,1300,1300,
20161003T202743,36.31,500,500,36.32,900,900,
20161003T202744,36.31,400,400,36.32,1100,1100,
20161003T202747,36.31,500,500,36.32,1100,1100,
20161003T202749,36.31,400,400,36.32,1100,1100,
20161003T202753,36.31,500,500,36.32,1100,1100,
20161003T202755,36.31,600,600,36.32,700,700,
20161003T202756,36.31,800,800,36.32,600,600,
20161003T202758,36.31,700,700,36.32,600,600,
20161003T202759,36.31,700,700,36.32,500,500,
20161003T202801,36.31,400,400,36.32,900,900,
20161003T202802,36.31,400,400,36.32,1000,1000,
20161003T202804,36.3,100,100,36.31,1500,1500,
20161003T202806,36.3,300,300,36.31,1200,1200,
20161003T202809,36.3,400,400,36.31,1200,1200,
20161003T202810,36.29,800,800,36.3,200,200,
20161003T202812,36.29,700,700,36.3,400,400,
20161003T202814,36.29,400,400,36.3,500,500,
20161003T202815,36.29,400,400,36.3,600,600,
20161003T202819,36.29,100,100,36.3,800,800,
20161003T202820,36.29,100,100,36.29,200,200,
20161003T202820,36.28,800,800,36.29,500,500,
20161003T202821,36.28,600,600,36.29,400,400,
20161003T202823,36.28,900,900,36.29,300,300,
20161003T202825,36.28,800,800,36.29,300,300,
20161003T202827,36.28,1000,1000,36.29,300,300,
20161003T202828,36.28,800,800,36.29,300,300,
20161003T202829,36.28,1000,1000,36.29,300,300,
20161003T202830,36.29,700,700,36.3,400,400,
20161003T202832,36.29,600,600,36.3,800,800,
20161003T202834,36.29,300,300,36.3,800,800,
20161003T202837,36.28,600,600,36.29,400,400,
20161003T202839,36.28,800,800,36.29,200,200,
20161003T202843,36.28,900,900,36.29,200,200,
20161003T202844,36.28,600,600,36.29,500,500,
20161003T202845,36.28,600,600,36.29,400,400,
20161003T202848,36.28,700,700,36.29,400,400,
20161003T202851,36.28,700,700,36.29,200,200,
20161003T202853,36.28,600,600,36.29,400,400,
20161003T202856,36.28,500,500,36.29,400,400,
20161003T202859,36.28,400,400,36.29,400,400,
20161003T202902,36.28,500,500,36.29,400,400,
20161003T202906,36.28,400,400,36.29,400,400,
20161003T202908,36.28,700,700,36.29,300,300,
20161003T202910,36.28,500,500,36.29,300,300,
20161003T202911,36.28,700,700,36.29,300,300,
20161003T202912,36.28,900,900,36.29,200,200,
20161003T202914,36.28,800,800,36.29,400,400,
20161003T202916,36.28,800,800,36.29,200,200,
20161003T202919,36.28,700,700,36.29,300,300,
20161003T202922,36.28,500,500,36.29,400,400,
20161003T202923,36.28,700,700,36.29,300,300,
20161003T202926,36.28,700,700,36.29,400,400,
20161003T202927,36.28,600,600,36.29,400,400,
20161003T202932,36.28,800,800,36.29,300,300,
20161003T202934,36.28,800,800,36.29,500,500,
20161003T202938,36.28,800,800,36.29,400,400,
20161003T202941,36.28,700,700,36.29,400,400,
20161003T202950,36.28,400,400,36.29,600,600,
20161003T202955,36.28,500,500,36.29,400,400,
20161003T202957,36.28,700,700,36.29,300,300,
20161003T202958,36.28,600,600,36.29,500,500,
20161003T203000,36.28,700,700,36.29,400,400,
20161003T203001,36.28,600,600,36.29,400,400,
20161003T203003,36.28,700,700,36.29,500,500,
20161003T203005,36.28,500,500,36.29,500,500,
20161003T203012,36.29,700,700,36.3,600,600,
20161003T203013,36.29,200,200,36.3,900,900,
20161003T203017,36.29,400,400,36.3,800,800,
20161003T203026,36.29,400,400,36.3,700,700,
20161003T203029,36.29,400,400,36.3,500,500,
20161003T203039,36.29,500,500,36.3,500,500,
20161003T203040,36.29,500,500,36.3,800,800,
20161003T203046,36.3,800,800,36.31,1300,1300,
20161003T203047,36.3,500,500,36.31,700,700,
20161003T203049,36.31,500,500,36.32,700,700,
20161003T203051,36.31,300,300,36.32,500,500,
20161003T203052,36.31,200,200,36.32,500,500,
20161003T203053,36.31,300,300,36.32,400,400,
20161003T203055,36.31,400,400,36.32,400,400,
20161003T203056,36.31,300,300,36.32,600,600,
20161003T203101,36.31,400,400,36.32,600,600,
20161003T203104,36.31,400,400,36.32,400,400,
20161003T203108,36.31,200,200,36.32,900,900,
20161003T203109,36.31,200,200,36.32,800,800,
20161003T203113,36.31,200,200,36.32,900,900,
20161003T203115,36.31,200,200,36.32,800,800,
20161003T203119,36.31,300,300,36.32,800,800,
20161003T203126,36.31,400,400,36.32,700,700,
20161003T203127,36.31,400,400,36.32,800,800,
20161003T203133,36.31,400,400,36.32,600,600,
20161003T203134,36.31,400,400,36.32,900,900,
20161003T203137,36.31,400,400,36.32,1100,1100,
20161003T203138,36.31,400,400,36.32,1000,1000,
20161003T203140,36.31,400,400,36.32,800,800,
20161003T203147,36.31,400,400,36.32,1000,1000,
20161003T203150,36.31,400,400,36.32,900,900,
20161003T203156,36.31,400,400,36.32,1000,1000,
20161003T203158,36.31,400,400,36.32,1100,1100,
20161003T203200,36.31,400,400,36.32,1000,1000,
20161003T203201,36.31,400,400,36.32,900,900,
20161003T203202,36.31,400,400,36.32,800,800,
20161003T203205,36.3,400,400,36.31,400,400,
20161003T203209,36.3,300,300,36.31,400,400,
20161003T203211,36.29,900,900,36.3,500,500,
20161003T203212,36.29,1000,1000,36.3,600,600,
20161003T203216,36.29,700,700,36.3,600,600,
20161003T203218,36.29,800,800,36.3,600,600,
20161003T203219,36.29,700,700,36.3,600,600,
20161003T203224,36.29,600,600,36.3,600,600,
20161003T203230,36.29,600,600,36.3,800,800,
20161003T203231,36.29,400,400,36.3,800,800,
20161003T203243,36.29,200,200,36.3,800,800,
20161003T203244,36.29,400,400,36.3,800,800,
20161003T203247,36.29,600,600,36.3,600,600,
20161003T203250,36.29,500,500,36.3,600,600,
20161003T203257,36.29,300,300,36.3,600,600,
20161003T203300,36.29,500,500,36.3,600,600,
20161003T203301,36.29,900,900,36.3,500,500,
20161003T203302,36.29,700,700,36.3,700,700,
20161003T203303,36.29,500,500,36.3,600,600,
20161003T203306,36.29,400,400,36.3,600,600,
20161003T203308,36.29,100,100,36.3,900,900,
20161003T203309,36.29,200,200,36.3,800,800,
20161003T203310,36.29,200,200,36.3,700,700,
20161003T203312,36.29,200,200,36.3,800,800,
20161003T203316,36.29,400,400,36.3,700,700,
20161003T203317,36.29,400,400,36.3,600,600,
20161003T203320,36.29,300,300,36.3,600,600,
20161003T203321,36.29,400,400,36.3,600,600,
20161003T203325,36.29,600,600,36.3,500,500,
20161003T203328,36.29,500,500,36.3,500,500,
20161003T203334,36.29,200,200,36.3,700,700,
20161003T203337,36.29,300,300,36.3,700,700,
20161003T203340,36.28,500,500,36.29,700,700,
20161003T203342,36.28,400,400,36.29,400,400,
20161003T203344,36.28,600,600,36.29,500,500,
20161003T203346,36.28,700,700,36.29,400,400,
20161003T203347,36.28,600,600,36.29,400,400,
20161003T203353,36.28,700,700,36.29,400,400,
20161003T203356,36.28,700,700,36.29,300,300,
20161003T203358,36.28,700,700,36.29,500,500,
20161003T203400,36.28,500,500,36.29,800,800,
20161003T203402,36.28,600,600,36.29,500,500,
20161003T203403,36.28,600,600,36.29,600,600,
20161003T203405,36.28,500,500,36.29,600,600,
20161003T203410,36.28,600,600,36.29,500,500,
20161003T203415,36.28,500,500,36.29,500,500,
20161003T203420,36.28,500,500,36.29,700,700,
20161003T203421,36.28,500,500,36.29,600,600,
20161003T203425,36.28,500,500,36.29,500,500,
20161003T203430,36.28,600,600,36.29,500,500,
20161003T203432,36.28,600,600,36.29,300,300,
20161003T203436,36.28,500,500,36.29,400,400,
20161003T203439,36.28,500,500,36.29,500,500,
20161003T203440,36.28,500,500,36.29,400,400,
20161003T203443,36.28,500,500,36.29,600,600,
20161003T203453,36.28,500,500,36.29,400,400,
20161003T203456,36.28,600,600,36.29,400,400,
20161003T203458,36.28,600,600,36.29,600,600,
20161003T203502,36.28,600,600,36.29,800,800,
20161003T203504,36.28,400,400,36.29,800,800,
20161003T203514,36.28,700,700,36.29,700,700,
20161003T203519,36.28,600,600,36.29,700,700,
20161003T203527,36.29,400,400,36.3,900,900,
20161003T203530,36.28,800,800,36.29,900,900,
20161003T203531,36.28,1700,1700,36.29,100,100,
20161003T203532,36.29,200,200,36.3,1000,1000,
20161003T203533,36.29,300,300,36.3,1100,1100,
20161003T203535,36.29,300,300,36.3,1000,1000,
20161003T203536,36.29,200,200,36.3,1000,1000,
20161003T203538,36.29,100,100,36.3,1000,1000,
20161003T203542,36.29,200,200,36.3,900,900,
20161003T203543,36.29,600,600,36.3,700,700,
20161003T203544,36.29,400,400,36.3,800,800,
20161003T203550,36.29,200,200,36.3,800,800,
20161003T203552,36.29,400,400,36.3,500,500,
20161003T203553,36.29,300,300,36.3,1000,1000,
20161003T203555,36.29,300,300,36.3,700,700,
20161003T203558,36.29,500,500,36.3,400,400,
20161003T203600,36.29,400,400,36.3,600,600,
20161003T203601,36.29,1000,1000,36.3,600,600,
20161003T203602,36.29,1200,1200,36.3,900,900,
20161003T203604,36.29,1400,1400,36.3,400,400,
20161003T203605,36.29,400,400,36.3,500,500,
20161003T203606,36.28,700,700,36.29,600,600,
20161003T203607,36.28,700,700,36.29,400,400,
20161003T203610,36.28,800,800,36.29,300,300,
20161003T203611,36.28,600,600,36.29,400,400,
20161003T203613,36.28,500,500,36.29,500,500,
20161003T203617,36.28,500,500,36.29,400,400,
20161003T203623,36.28,600,600,36.29,600,600,
20161003T203626,36.28,500,500,36.29,600,600,
20161003T203628,36.28,500,500,36.29,500,500,
20161003T203632,36.28,500,500,36.29,600,600,
20161003T203634,36.28,600,600,36.29,600,600,
20161003T203635,36.28,400,400,36.29,600,600,
20161003T203641,36.28,700,700,36.29,600,600,
20161003T203649,36.28,700,700,36.29,700,700,
20161003T203657,36.28,400,400,36.29,1000,1000,
20161003T203659,36.27,900,900,36.28,500,500,
20161003T203701,36.27,1000,1000,36.28,500,500,
20161003T203702,36.27,900,900,36.28,500,500,
20161003T203704,36.27,1000,1000,36.28,400,400,
20161003T203705,36.27,900,900,36.28,700,700,
20161003T203707,36.27,900,900,36.28,1000,1000,
20161003T203710,36.27,900,900,36.28,900,900,
20161003T203712,36.27,1000,1000,36.28,800,800,
20161003T203713,36.27,900,900,36.28,800,800,
20161003T203717,36.27,1200,1200,36.28,800,800,
20161003T203720,36.27,400,400,36.28,1100,1100,
20161003T203722,36.27,200,200,36.28,1200,1200,
20161003T203723,36.27,400,400,36.28,1200,1200,
20161003T203725,36.27,600,600,36.28,1000,1000,
20161003T203728,36.27,700,700,36.28,400,400,
20161003T203731,36.27,700,700,36.28,300,300,
20161003T203732,36.27,700,700,36.28,400,400,
20161003T203735,36.27,600,600,36.28,500,500,
20161003T203737,36.27,700,700,36.28,500,500,
20161003T203740,36.27,600,600,36.28,500,500,
20161003T203741,36.27,400,400,36.28,500,500,
20161003T203743,36.27,800,800,36.28,400,400,
20161003T203745,36.27,700,700,36.28,400,400,
20161003T203748,36.27,500,500,36.28,500,500,
20161003T203749,36.27,500,500,36.28,700,700,
20161003T203752,36.27,500,500,36.28,800,800,
20161003T203755,36.27,200,200,36.28,1000,1000,
20161003T203757,36.27,200,200,36.28,900,900,
20161003T203758,36.27,700,700,36.28,700,700,
20161003T203759,36.27,400,400,36.28,800,800,
20161003T203801,36.27,300,300,36.28,800,800,
20161003T203802,36.27,700,700,36.28,800,800,
20161003T203806,36.28,400,400,36.29,600,600,
20161003T203808,36.28,200,200,36.29,800,800,
20161003T203809,36.28,300,300,36.29,600,600,
20161003T203813,36.28,200,200,36.29,800,800,
20161003T203815,36.28,200,200,36.29,600,600,
20161003T203816,36.28,500,500,36.29,300,300,
20161003T203820,36.28,200,200,36.29,500,500,
20161003T203823,36.28,300,300,36.29,500,500,
20161003T203825,36.28,200,200,36.29,500,500,
20161003T203828,36.28,200,200,36.29,1000,1000,
20161003T203830,36.27,600,600,36.28,700,700,
20161003T203837,36.27,600,600,36.28,800,800,
20161003T203838,36.27,500,500,36.28,800,800,
20161003T203844,36.27,400,400,36.28,800,800,
20161003T203846,36.27,300,300,36.28,800,800,
20161003T203849,36.27,200,200,36.28,1100,1100,
20161003T203853,36.26,400,400,36.27,1300,1300,
20161003T203855,36.26,400,400,36.27,1400,1400,
20161003T203856,36.26,300,300,36.27,1400,1400,
20161003T203858,36.26,400,400,36.27,1400,1400,
20161003T203859,36.28,200,200,36.29,700,700,
20161003T203900,36.28,200,200,36.29,900,900,
20161003T203901,36.28,100,100,36.29,900,900,
20161003T203903,36.27,400,400,36.28,500,500,
20161003T203904,36.27,400,400,36.28,600,600,
20161003T203905,36.28,500,500,36.29,700,700,
20161003T203908,36.28,400,400,36.29,900,900,
20161003T203910,36.28,400,400,36.29,800,800,
20161003T203911,36.27,600,600,36.28,500,500,
20161003T203912,36.27,600,600,36.28,400,400,
20161003T203919,36.27,400,400,36.28,400,400,
20161003T203922,36.27,400,400,36.28,500,500,
20161003T203925,36.27,200,200,36.28,600,600,
20161003T203926,36.27,300,300,36.28,600,600,
20161003T203927,36.27,400,400,36.28,500,500,
20161003T203931,36.27,800,800,36.28,100,100,
20161003T203932,36.27,700,700,36.28,400,400,
20161003T203933,36.27,700,700,36.28,300,300,
20161003T203935,36.27,900,900,36.28,700,700,
20161003T203936,36.27,200,200,36.28,900,900,
20161003T203937,36.26,500,500,36.27,600,600,
20161003T203939,36.27,1400,1400,36.28,400,400,
20161003T203941,36.27,1100,1100,36.28,500,500,
20161003T203942,36.27,1100,1100,36.28,400,400,
20161003T203944,36.27,1400,1400,36.28,100,100,
20161003T203947,36.27,1300,1300,36.28,500,500,
20161003T203950,36.27,1500,1500,36.28,500,500,
20161003T203959,36.27,1600,1600,36.28,500,500,
20161003T204006,36.27,1600,1600,36.28,300,300,
20161003T204009,36.27,1400,1400,36.28,400,400,
20161003T204011,36.27,1300,1300,36.28,400,400,
20161003T204018,36.28,900,900,36.29,600,600,
20161003T204020,36.28,900,900,36.29,400,400,
20161003T204021,36.28,900,900,36.29,300,300,
20161003T204033,36.28,1100,1100,36.29,200,200,
20161003T204037,36.28,1200,1200,36.29,200,200,
20161003T204039,36.28,1100,1100,36.29,400,400,
20161003T204043,36.28,900,900,36.29,400,400,
20161003T204044,36.28,800,800,36.29,500,500,
20161003T204051,36.28,900,900,36.29,600,600,
20161003T204054,36.28,800,800,36.29,500,500,
20161003T204108,36.28,700,700,36.29,600,600,
20161003T204110,36.28,700,700,36.29,500,500,
20161003T204114,36.28,700,700,36.29,700,700,
20161003T204122,36.28,300,300,36.29,700,700,
20161003T204140,36.28,300,300,36.29,800,800,
20161003T204141,36.28,300,300,36.29,900,900,
20161003T204142,36.28,300,300,36.29,800,800,
20161003T204143,36.28,300,300,36.29,1100,1100,
20161003T204145,36.27,900,900,36.28,600,600,
20161003T204147,36.27,900,900,36.28,500,500,
20161003T204149,36.27,700,700,36.28,600,600,
20161003T204154,36.27,700,700,36.28,500,500,
20161003T204159,36.28,600,600,36.29,900,900,
20161003T204200,36.28,200,200,36.29,1200,1200,
20161003T204201,36.28,300,300,36.29,1200,1200,
20161003T204202,36.28,400,400,36.29,1200,1200,
20161003T204203,36.28,400,400,36.29,1000,1000,
20161003T204206,36.28,500,500,36.29,900,900,
20161003T204208,36.28,300,300,36.29,1300,1300,
20161003T204210,36.28,300,300,36.29,1200,1200,
20161003T204213,36.28,200,200,36.29,1200,1200,
20161003T204215,36.28,300,300,36.29,1200,1200,
20161003T204218,36.27,700,700,36.28,900,900,
20161003T204219,36.27,600,600,36.28,800,800,
20161003T204220,36.27,500,500,36.28,900,900,
20161003T204222,36.27,500,500,36.28,1100,1100,
20161003T204224,36.27,500,500,36.28,1000,1000,
20161003T204228,36.27,400,400,36.28,1100,1100,
20161003T204229,36.27,400,400,36.28,1200,1200,
20161003T204235,36.27,200,200,36.28,1400,1400,
20161003T204238,36.27,600,600,36.28,800,800,
20161003T204240,36.27,900,900,36.28,800,800,
20161003T204241,36.27,600,600,36.28,1000,1000,
20161003T204242,36.27,500,500,36.28,1000,1000,
20161003T204244,36.27,300,300,36.28,1100,1100,
20161003T204245,36.27,100,100,36.28,1500,1500,
20161003T204247,36.27,300,300,36.28,1000,1000,
20161003T204248,36.27,200,200,36.28,1100,1100,
20161003T204249,36.27,200,200,36.28,1200,1200,
20161003T204250,36.27,500,500,36.28,1000,1000,
20161003T204251,36.27,400,400,36.28,1200,1200,
20161003T204252,36.27,100,100,36.28,1700,1700,
20161003T204253,36.26,700,700,36.27,1200,1200,
20161003T204254,36.26,600,600,36.27,1200,1200,
20161003T204257,36.26,900,900,36.27,600,600,
20161003T204301,36.26,800,800,36.27,700,700,
20161003T204302,36.26,900,900,36.27,400,400,
20161003T204305,36.27,500,500,36.28,600,600,
20161003T204308,36.27,500,500,36.28,400,400,
20161003T204310,36.27,400,400,36.28,700,700,
20161003T204312,36.26,900,900,36.27,800,800,
20161003T204314,36.27,800,800,36.28,700,700,
20161003T204315,36.27,700,700,36.28,600,600,
20161003T204319,36.27,500,500,36.28,700,700,
20161003T204320,36.27,400,400,36.28,800,800,
20161003T204324,36.27,400,400,36.28,700,700,
20161003T204325,36.27,200,200,36.28,800,800,
20161003T204326,36.27,2000,2000,36.28,700,700,
20161003T204331,36.27,2000,2000,36.28,900,900,
20161003T204347,36.27,2000,2000,36.28,1000,1000,
20161003T204354,36.27,2000,2000,36.28,900,900,
20161003T204359,36.27,2000,2000,36.28,1100,1100,
20161003T204401,36.27,2000,2000,36.28,900,900,
20161003T204407,36.27,2400,2400,36.28,700,700,
20161003T204408,36.27,2800,2800,36.28,600,600,
20161003T204410,36.27,3000,3000,36.28,400,400,
20161003T204411,36.27,2000,2000,36.28,400,400,
20161003T204413,36.27,2000,2000,36.28,300,300,
20161003T204414,36.27,2000,2000,36.28,400,400,
20161003T204417,36.27,2000,2000,36.28,700,700,
20161003T204422,36.27,2000,2000,36.28,900,900,
20161003T204424,36.27,2000,2000,36.28,800,800,
20161003T204440,36.27,2000,2000,36.28,600,600,
20161003T204451,36.27,2000,2000,36.28,700,700,
20161003T204453,36.27,900,900,36.28,700,700,
20161003T204456,36.27,900,900,36.28,1000,1000,
20161003T204457,36.27,1000,1000,36.28,500,500,
20161003T204502,36.27,1500,1500,36.28,500,500,
20161003T204504,36.27,1300,1300,36.28,500,500,
20161003T204505,36.27,1300,1300,36.28,300,300,
20161003T204508,36.27,1300,1300,36.28,400,400,
20161003T204514,36.27,1200,1200,36.28,400,400,
20161003T204521,36.27,1300,1300,36.28,300,300,
20161003T204525,36.27,2300,2300,36.28,300,300,
20161003T204527,36.27,2300,2300,36.28,400,400,
20161003T204541,36.27,2300,2300,36.28,600,600,
20161003T204548,36.27,2300,2300,36.28,300,300,
20161003T204552,36.27,2500,2500,36.28,400,400,
20161003T204557,36.27,2500,2500,36.28,300,300,
20161003T204600,36.27,2500,2500,36.28,400,400,
20161003T204604,36.27,2500,2500,36.28,500,500,
20161003T204609,36.27,2500,2500,36.28,600,600,
20161003T204610,36.27,2400,2400,36.28,600,600,
20161003T204612,36.27,2400,2400,36.28,400,400,
20161003T204621,36.28,400,400,36.29,800,800,
20161003T204622,36.28,500,500,36.29,800,800,
20161003T204624,36.28,400,400,36.29,1000,1000,
20161003T204626,36.28,300,300,36.29,900,900,
20161003T204628,36.28,300,300,36.29,600,600,
20161003T204632,36.28,400,400,36.29,600,600,
20161003T204638,36.28,400,400,36.29,400,400,
20161003T204639,36.28,400,400,36.29,700,700,
20161003T204644,36.27,2200,2200,36.28,1000,1000,
20161003T204645,36.27,2200,2200,36.28,400,400,
20161003T204646,36.27,2200,2200,36.28,500,500,
20161003T204654,36.27,2100,2100,36.28,700,700,
20161003T204700,36.27,2100,2100,36.28,800,800,
20161003T204705,36.27,2000,2000,36.28,1200,1200,
20161003T204708,36.27,2000,2000,36.28,1100,1100,
20161003T204711,36.27,2000,2000,36.28,1200,1200,
20161003T204716,36.27,2000,2000,36.28,1300,1300,
20161003T204720,36.27,2000,2000,36.28,1400,1400,
